,zloc_pred,filename,xmin,ymin,xmax,ymax,angle,xloc,yloc,zloc
2240,49.11525345,004275.txt,505.89,184.82,537.01,208.29,-1.46,-5.54,1.41,46.32
2241,47.48563766,004280.txt,499.57,179.3,534.52,204.29,1.65,-5.65,1.84,44.06
2242,5.549982071,004281.txt,17.7,193.32,165.88,374,1.6,-3.99,1.79,5.54
2243,36.40663147,004282.txt,505.95,181.49,549.38,213.54,-1.47,-3.77,1.78,33.22
2244,54.96335602,004282.txt,575.06,162.97,601.78,197.61,-1.61,-1.56,1.64,49.96
2245,9.354598999,004283.txt,769.92,150.22,831.53,306.09,0.57,2.59,1.52,9.22
2246,11.20919228,004286.txt,313.69,153.87,574.44,304.49,-1,-2.26,1.6,10.89
2247,63.7440567,004287.txt,555.1,180.23,575.85,198.99,1.62,-3.76,2.16,61.11
2248,21.28172302,004288.txt,433.31,181.41,513.88,240.79,-1.37,-3.84,1.47,20.89
2249,29.72583389,004288.txt,480.05,183.72,535.01,223.47,-1.42,-4.03,1.43,29.28
2250,7.162414551,004289.txt,0,204.95,277.59,362.44,2.14,-6.01,2.02,9.39
2251,33.58581543,004290.txt,637.31,172.17,686.62,210.5,-1.71,2.23,1.59,32.29
2252,32.17106628,004293.txt,482.67,182.23,525.17,219.82,1.63,-4.43,1.85,30.3
2253,26.80367279,004295.txt,557.5,176.84,607.92,222.82,-1.57,-0.98,1.3,27.22
2254,29.54654312,004295.txt,471.5,180.88,528.07,221.3,-1.42,-4.23,1.31,28.46
2255,43.96936417,004295.txt,513.88,182.32,550.03,208.36,-1.47,-4.26,1.22,40.69
2256,30.3579464,004300.txt,671.27,165.97,777.73,211.96,-2.87,4.53,1.51,28.8
2257,42.08966827,004301.txt,560.95,178.03,593.24,207.47,-1.55,-1.88,1.91,41.56
2258,5.935527802,004304.txt,0,208.07,238.38,374,2.2,-5.47,1.89,7.13
2259,46.79797363,004311.txt,662.14,159.9,704.46,199.4,-1.64,3.55,1.25,35.92
2260,17.56867599,004312.txt,685.86,169.56,781.14,249.03,-1.77,2.69,1.58,16.58
2261,74.37484741,004312.txt,577.98,169.47,584.32,186.16,1.58,-2.8,1.28,69.89
2262,60.9945755,004318.txt,582.06,162.75,624.76,195.76,-1.68,-0.3,0.5,37.11
2263,60.74461746,004319.txt,411.25,177.74,446.77,198.41,1.82,-13.69,1.88,54.67
2264,20.29434967,004320.txt,509.89,169.38,584.98,237.83,-1.53,-1.32,1.25,18.38
2265,47.35226822,004324.txt,558.53,175.22,570.24,203.04,1.65,-3.12,2.02,49.19
2266,20.25545502,004325.txt,279.58,190.55,430.22,246.29,-2.85,-6.97,1.92,19.83
2267,14.21944904,004326.txt,685.4,169.68,816.66,270.64,-1.78,2.67,1.73,14.88
2268,26.75497055,004326.txt,373.96,177.23,494.38,223.12,-2.87,-6.92,1.92,28.5
2269,37.17639923,004328.txt,509.07,171.08,521.73,209.05,0.14,-4.37,1.65,33.15
2270,11.50362778,004331.txt,208.17,190.99,407.88,316.05,1.86,-4.65,1.91,11.7
2271,25.74574089,004331.txt,901.4,133.17,1108.8,206.79,-0.46,10.78,0.89,20
2272,50.01357651,004332.txt,261.24,172.27,310.72,196.99,2.02,-21.33,1.54,47.58
2273,20.38492584,004333.txt,427.99,158.55,517.95,238.23,1.74,-3.88,1.71,20.94
2274,59.8688736,004333.txt,607.15,164.65,633.88,193.96,-1.57,0.73,1.45,51.38
2275,16.4904995,004337.txt,746.23,174.69,859.22,253.61,-1.69,4.05,1.57,15.94
2276,15.42492104,004338.txt,358.77,176.86,497.45,266.85,-1.35,-3.31,1.44,13.81
2277,12.92994881,004343.txt,285.2,185.44,334.91,280.69,3.02,-5.23,1.69,12.91
2278,33.47845078,004344.txt,76.66,187.21,161.24,223.58,2.12,-21.8,2.14,32.13
2279,49.26738739,004344.txt,259.72,182.71,303.74,207.44,1.98,-21.99,2.25,48.38
2280,15.05928326,004347.txt,336,188.47,454.17,273.58,1.8,-4.07,1.73,13.97
2281,41.99126816,004348.txt,539.17,173.37,574.46,204.02,-1.51,-2.73,1.54,37.33
2282,24.90550995,004351.txt,572.36,177.2,622.83,227.49,-1.55,-0.44,1.8,25.76
2283,21.24186134,004355.txt,616.8,177.5,685.37,237.87,-1.59,0.96,1.51,18.33
2284,66.47538757,004358.txt,589.96,173.11,596.33,193.3,-0.37,-1.5,1.75,62.02
2285,9.394929886,004361.txt,1063.69,141.86,1135.79,296.43,-0.79,6.21,1.38,8.9
2286,33.21088409,004362.txt,343.73,175.09,382.32,216.56,-0.96,-10.24,1.48,29.94
2287,18.62811089,004366.txt,456.29,173.81,560.94,245.86,1.93,-2.49,1.68,18.23
2288,33.95294952,004368.txt,437.87,173.99,517.1,211.51,-2.99,-6.63,1.88,36.18
2289,36.83020401,004371.txt,523.6,183.33,567.71,214.35,-1.74,-3.12,1.87,34.15
2290,26.21521759,004372.txt,338.67,184.3,442.8,228.8,-2.85,-8.28,2.05,27.31
2291,5.202777863,004376.txt,939.78,65.8,1241,374,-2.24,3.02,1.67,3.23
2292,26.49005318,004376.txt,717.72,176.72,769.97,222.88,-1.68,5.22,1.87,28.69
2293,54.3714447,004378.txt,597.99,179.38,621.66,201.9,-1.58,-0.04,2.03,51.88
2294,54.98659134,004378.txt,428.83,183.36,482.37,203.54,0.15,-12.16,2.37,56.86
2295,52.38233948,004378.txt,354.69,184.58,414.93,205.64,0.32,-17.71,2.53,56.79
2296,17.58330727,004379.txt,130.92,170.05,168.3,245.8,2.13,-11.6,1.79,18.07
2297,38.44543839,004381.txt,658.11,172.82,725.95,203.52,-0.86,4.29,1.54,37.69
2298,36.36187363,004382.txt,504.41,188.57,546.99,220.58,1.69,-4.22,2.29,36.38
2299,47.05991745,004383.txt,584.21,177.08,611.3,203.86,-1.57,-0.83,1.94,46.74
2300,29.05303383,004383.txt,653.36,166.52,697.11,215.06,-2.44,2.33,1.5,26.26
2301,46.08666611,004384.txt,440.01,166.37,458.49,205.26,-2.96,-7.22,1.15,33.24
2302,15.67067528,004387.txt,277.96,155.7,490.46,260.29,-2.26,-4.7,1.58,14.64
2303,33.36365509,004387.txt,148.64,133.71,308.74,220.25,2.04,-14.83,1.67,28.79
2304,11.61266518,004388.txt,750.45,179.53,939.31,298.44,-1.88,3.29,1.61,10.95
2305,39.06444168,004388.txt,670.09,171.25,686.78,203.86,0.82,3.56,1.61,37.88
2306,16.95965767,004389.txt,913.52,144.72,1011.54,229.72,2.98,7.73,1.04,15.43
2307,20.30971527,004391.txt,673.82,182.51,760.15,242.11,-1.74,2.83,1.74,20.26
2308,68.81949615,004391.txt,536.84,179.84,552.83,196.71,2.43,-6.47,2.35,71.55
2309,5.09569931,004392.txt,902.74,194.33,1241,374,-2.1,3.68,1.7,5.49
2310,10.84116364,004392.txt,761.35,181.15,977.43,307.86,-1.9,3.51,1.63,10.74
2311,33.77017975,004392.txt,484.12,180.75,535.02,215.99,1.77,-4.4,1.81,31.72
2312,52.63548279,004396.txt,610.62,167.2,631.49,195.77,-1.57,0.9,1.84,60.03
2313,9.972221375,004401.txt,727.51,192.04,943.67,337.81,-1.83,2.72,1.79,9.82
2314,14.6444521,004401.txt,690.92,194.13,807.97,277.38,-1.79,2.74,1.93,15.17
2315,22.02934456,004401.txt,484.35,190.14,546.91,244.47,-1.47,-2.92,2.06,22.68
2316,20.0813961,004404.txt,991.66,147.25,1029.58,217.11,-1.6,10.49,0.9,18.38
2317,26.91013336,004406.txt,820.29,151.61,949.22,207.52,2.77,8.62,1.05,22.9
2318,29.69160843,004406.txt,434.07,188.07,496.81,226.9,1.8,-5.9,2.08,29.69
2319,29.23870087,004410.txt,528.31,133.57,548.77,208.5,1.45,-1.73,0.73,18.86
2320,18.95587921,004411.txt,586.8,188.32,665.77,254.25,-1.59,0.31,1.76,17.23
2321,18.90189743,004411.txt,687.42,152.39,775.73,236.89,-1.7,3.28,1.64,20.49
2322,54.18356705,004419.txt,370.47,182.52,412.31,204.66,1.86,-15.56,2.19,51.46
2323,12.51970863,004421.txt,266.39,193.34,462.28,303,1.92,-3.87,1.82,12.05
2324,19.78722,004421.txt,414.76,182.75,504.12,247.04,1.73,-3.85,1.73,18.88
2325,42.79325867,004425.txt,613.46,129.46,663.43,191.34,-1.59,1.63,0.39,32.96
2326,10.8892746,004426.txt,330.95,172.17,418.52,301.95,1.91,-3.68,1.85,11.35
2327,42.96188354,004426.txt,638.5,175.56,672.81,203.73,-1.55,2.61,1.69,41.13
2328,58.64374161,004427.txt,411.66,179.97,447.48,200.6,1.73,-13.64,2.03,54.67
2329,13.38667965,004428.txt,196.48,103.31,467.1,296.58,1.91,-4.32,1.63,12.72
2330,23.67801476,004428.txt,436.72,175.65,545.7,229.04,1.88,-3.33,1.48,20.99
2331,49.16455078,004431.txt,594.56,175.36,646.58,199.28,-0.96,0.7,1.67,47
2332,19.04690742,004435.txt,22.91,198.12,181.31,264.78,2.15,-13.29,2.22,19.09
2333,43.06367874,004436.txt,719,129.26,784.88,200.47,1.46,8.39,1.48,44.42
2334,25.40844154,004438.txt,485.9,190.27,542.82,236.61,1.68,-3.49,2.18,26.64
2335,14.69705963,004439.txt,686.35,175.52,787.69,266.38,-1.69,2.31,1.64,13.9
2336,34.8040657,004440.txt,650.22,177.01,690.96,212.04,-1.62,2.62,1.66,32.21
2337,6.309728622,004441.txt,50.73,198.67,422.05,374,1.99,-3.38,1.78,7.45
2338,13.4338913,004442.txt,487.93,196.68,515.2,280.93,1.18,-2.35,2.42,16.67
2339,24.38284302,004442.txt,1152.27,190.73,1241,241.16,2.22,19.98,2.08,23.3
2340,12.66655159,004444.txt,695.18,182.16,845.61,290.2,-1.81,2.56,1.74,12.63
2341,19.6619873,004447.txt,404.13,153.14,491.87,238.84,-1.36,-4.43,1.39,20.11
2342,14.39579201,004450.txt,1040.9,168.4,1241,257.99,2.94,10.5,1.47,13.44
2343,14.17271137,004451.txt,322.63,193.48,436.83,282.96,1.69,-4.49,1.88,14.49
2344,14.04324532,004454.txt,225.12,0,537.45,296.05,-1.38,-3.7,1.34,17.33
2345,10.30979156,004462.txt,0,170.27,336.68,300.27,-2.56,-6.52,1.72,10.53
2346,51.80052948,004464.txt,548.51,180.06,573.01,203.23,1.66,-3.77,2.27,55.45
2347,70.57055664,004465.txt,602.37,174.65,624.76,190.82,1.65,0.34,1.6,65.78
2348,14.50872803,004468.txt,563.99,188.2,700.33,275.62,1.89,0.58,1.83,14.99
2349,30.60068703,004473.txt,591.4,178.54,631.88,218.86,-1.56,0.06,1.89,31.58
2350,39.80446625,004476.txt,609.29,130.64,671.18,205.53,-1.59,1.49,1.59,39.6
2351,35.06690979,004476.txt,105.26,187.43,184.05,222.28,2.1,-21.54,2.18,33.49
2352,57.32987213,004480.txt,592.08,175.1,615.03,197.2,-1.56,-0.51,1.86,56.4
2353,43.95550537,004481.txt,515.36,175.98,549.75,204.73,-1.48,-4.48,1.1,43.05
2354,8.831207275,004482.txt,524.72,142.67,592.05,302.68,-3.08,-0.55,1.43,8.58
2355,49.43315506,004485.txt,586.68,174.66,612.84,200.52,-1.58,-0.72,1.79,48.34
2356,8.795145035,004491.txt,763.9,186.85,1007.53,348.14,1.29,2.97,1.68,8.71
2357,39.02359772,004492.txt,712.88,167.4,773.08,201.83,-1.82,6.19,1.3,34.22
2358,32.17203522,004493.txt,635.99,182.39,689.89,219.49,-1.77,2.07,1.81,29.54
2359,25.69662094,004494.txt,350.32,169.97,486.83,223.28,-0.57,-6.2,1.3,24.66
2360,45.03243256,004494.txt,328.71,170.23,397.3,203.75,2.05,-12.66,1.11,38.44
2361,21.60873413,004496.txt,327.13,181.73,468.11,235.94,-2.87,-6.08,1.74,20.79
2362,25.34968948,004496.txt,377.12,180.72,504.27,226.28,-2.87,-5.94,1.82,25.4
2363,47.25834656,004496.txt,652.11,167.04,680.85,198.01,-1.62,4.46,1.93,57.9
2364,36.22670364,004498.txt,568.15,140.83,627.38,212.61,-1.54,-0.56,2.01,41.08
2365,24.80364609,004499.txt,458.47,176.66,594.26,223.46,2.47,-2.83,1.61,24.94
2366,5.000549316,004500.txt,0,212.55,149.27,374,2.26,-5.14,1.7,5.13
2367,30.31988144,004501.txt,582.16,179.54,624.11,219.94,-1.57,-0.33,1.97,31.55
2368,38.2317543,004502.txt,31.8,199.14,135.45,230.51,-0.19,-27.96,2.91,38.38
2369,19.53004646,004503.txt,949.3,156.6,971.63,224.31,-2.7,10.32,1.19,19.9
2370,57.04146194,004510.txt,377.36,185.01,417.67,205.07,1.84,-15.54,2.28,52.9
2371,37.08790207,004513.txt,674.28,179.26,714.36,211.11,-1.69,4.06,1.8,35.34
2372,4.561288834,004516.txt,0,217.94,132.51,374,2.41,-4.38,1.81,3.41
2373,38.6127739,004517.txt,504.08,165.76,542.53,207.13,-1.47,-4.72,1.17,40.29
2374,14.10835743,004518.txt,956.75,169.69,1145.72,261.42,2.03,8.02,1.42,13.1
2375,46.86466217,004525.txt,165.81,166.05,224.49,195.5,2.08,-28.35,1.5,49.4
2376,60.20291138,004528.txt,334.77,177.18,360.26,197.76,1.95,-20.21,1.88,55.56
2377,4.045885086,004532.txt,1167.66,152.89,1237,373,-2.07,4.33,1.46,4.73
2378,9.636932373,004532.txt,738.52,27.85,1098.59,352.39,-1.83,3.04,1.35,8.67
2379,38.95110703,004534.txt,710.04,176.74,721.04,207.94,1.41,5.94,1.97,40.82
2380,16.32322502,004534.txt,0,195.8,58.22,267.48,2.29,-13.78,2.01,15.22
2381,12.26213837,004536.txt,1052.78,151.1,1084.85,263.31,2.56,7,1.21,10.53
2382,72.13567352,004536.txt,590.94,160.46,610,182,-1.56,-0.39,0.12,70.63
2383,28.01858711,004541.txt,254.15,171.13,371.8,223.7,-3.02,-10.67,1.74,26.08
2384,48.83102036,004541.txt,452.28,180.02,491.08,205.07,-1.83,-9.7,2.17,50.3
2385,15.74008942,004542.txt,620.39,179.18,742.22,261.56,-1.88,1.34,1.66,15.2
2386,43.25286484,004542.txt,476.51,177.47,539.75,204.25,2.51,-6.24,1.86,44.29
2387,17.06265259,004542.txt,376.53,181.22,413.72,256.42,1.68,-4.98,1.84,16.65
2388,8.928678513,004546.txt,86.69,146.24,174.35,315.57,0.48,-5.64,1.51,8.23
2389,73.87623596,004548.txt,618.98,159.19,650.6,188.67,-1.63,2.5,1.6,76.69
2390,18.29512787,004550.txt,0,201.81,163.42,271.82,2.14,-12.39,2.1,17.03
2391,29.69197083,004560.txt,593.36,175.77,637.9,217.9,-1.59,0.15,1.7,28.84
2392,8.425331116,004560.txt,822.76,175.45,1107.85,341.09,-1.22,4.3,1.52,8.51
2393,20.89477921,004560.txt,710.82,175.44,854.63,234.55,-0.93,4.65,1.49,19.28
2394,41.62119675,004567.txt,866.13,143.28,979.18,180.44,2.67,13.69,-0.03,30.63
2395,73.12309265,004568.txt,553.49,186.29,570.88,199.97,-1.59,-4.7,2.59,70.44
2396,6.394611359,004569.txt,0,200.35,303.12,369,-0.86,-3.17,1.67,3.35
2397,42.18487167,004570.txt,742.38,167.83,748.38,198.47,1.08,7.48,1.46,41.4
2398,25.88432121,004571.txt,368.76,181.41,453.66,228.66,1.85,-6.42,1.46,24.67
2399,6.17817688,004572.txt,0,181.03,387.44,374,2.05,-3.57,1.63,6.74
2400,12.66032028,004572.txt,762.4,178.92,936.45,284.03,-1.85,3.94,1.65,12.78
2401,20.04046822,004572.txt,732.11,174.67,807.25,238.49,-1.65,4.34,1.68,20.26
2402,47.04154587,004574.txt,597.43,175.07,625.53,202.13,-1.57,0.07,1.83,46.35
2403,48.59559631,004576.txt,354.15,176.91,395.77,204.68,1.86,-18.94,2.48,58.31
2404,11.73277855,004578.txt,184.39,192.28,399.17,312.34,1.96,-4.7,1.81,11.16
2405,17.19298172,004578.txt,719.64,177.82,830.28,251.09,-1.78,3.69,1.63,17
2406,64.69021606,004581.txt,530.5,173.59,553.12,193.57,-1.5,-5.87,1.75,62.23
2407,35.33867264,004581.txt,5.66,202.08,106.5,237.11,2.26,-27.84,3.07,36.4
2408,20.52349663,004584.txt,992.58,154.4,1016.2,219.78,-2.59,12.09,1.11,20.6
2409,6.476667404,004587.txt,0,181.49,318.09,374,-0.91,-3.31,1.65,3.98
2410,36.06328964,004587.txt,670.46,164.1,723.36,205.53,-1.69,4.21,1.53,35.88
2411,21.43534279,004590.txt,571.14,175.35,635.1,235.95,-1.56,-0.22,1.64,20.27
2412,12.78903675,004592.txt,364.46,177.98,527.12,291.17,-1.3,-2.9,1.88,13.66
2413,36.52089691,004593.txt,432.31,174.62,528.99,206.86,-2.91,-6.18,1.58,34.58
2414,39.01717758,004598.txt,496.01,179.33,531.72,210.31,1.61,-4.72,1.75,35.6
2415,61.54018402,004599.txt,552.61,179.56,572.74,199.26,-1.53,-4.05,2.2,61.97
2416,20.27166939,004603.txt,694.41,181.23,783.18,240.12,1.35,3.41,1.7,19.91
2417,34.65885162,004607.txt,915.98,144.28,1013.56,191.78,-2.02,18.73,0.95,38.54
2418,38.87464905,004608.txt,557.99,208.54,592.22,243.48,1.6,-1.76,3.42,36.86
2419,27.07043457,004609.txt,474.3,185.52,537.19,229.26,1.75,-3.83,1.96,26.85
2420,48.71529007,004612.txt,585.85,179.98,617.52,205.09,-1.59,-0.51,1.65,38.41
2421,52.44868088,004612.txt,532.2,177.55,562.11,200.37,-1.5,-3.97,1.69,45.76
2422,28.56668472,004614.txt,590.99,174.87,637.57,218.94,-1.59,0.09,1.66,27.65
2423,58.56511307,004614.txt,440.74,174.91,475.75,197.91,1.81,-11.24,1.8,53.59
2424,62.82416534,004614.txt,393.75,177.69,421.33,197.73,1.83,-15.35,1.85,54.73
2425,16.36877823,004616.txt,302.7,183.04,460.53,259.68,-2.17,-5.15,1.74,15.96
2426,42.35812378,004616.txt,494.06,178.85,556.74,205.13,-2.36,-5.07,1.87,42.87
2427,6.374397278,004621.txt,854.88,177.12,1170.21,374,-1.27,4.29,1.54,7.46
2428,15.26951218,004621.txt,755.51,176.36,918.77,260.64,-1.02,4.62,1.58,14.62
2429,48.26378632,004621.txt,639.86,168.09,701.27,196.37,-0.92,4.25,1.58,50.32
2430,23.49179077,004624.txt,645.24,179.9,723.06,231.17,-1.87,2.28,1.75,23.32
2431,16.0308876,004624.txt,1055.04,176.27,1241,254.35,2.66,11.56,1.59,14.89
2432,8.79391098,004627.txt,25.08,158.83,94.08,309.07,1.06,-6.84,1.53,8.87
2433,20.84503174,004630.txt,743.35,155.17,780.36,223.99,-1.77,4.26,1.39,20.53
2434,23.01727104,004632.txt,420.03,182.93,505.52,236.28,1.78,-4.23,1.69,21.11
2435,25.53572464,004633.txt,380.8,178.65,507.4,225.51,0.32,-5.56,1.71,24.23
2436,12.19274521,004634.txt,0,117.92,149.84,283.04,0.84,-10.29,1.41,10.66
2437,13.09355164,004636.txt,321.46,175.38,487.47,285.08,1.85,-3.31,1.62,12.19
2438,23.33112335,004637.txt,310.64,182.33,405.19,234.67,1.9,-8.01,1.83,23.17
2439,63.99708939,004637.txt,633.82,170,656.16,191.21,-1.62,2.7,1.41,56.63
2440,48.69335556,004638.txt,279.14,171.22,340.31,198.09,1.92,-16,1.29,38.57
2441,29.5834198,004643.txt,932.16,170.82,1025.78,213.8,-2.02,13.76,1.45,27.22
2442,43.73236084,004645.txt,336.82,180.5,384,209.46,1.9,-13.61,1.93,39.39
2443,13.22589779,004653.txt,648.14,182.81,840.53,285.85,-1.17,2.58,1.68,13.03
2444,16.25385094,004653.txt,335.53,185.98,523.39,257.94,-0.73,-4.44,1.9,18.34
2445,32.10100555,004653.txt,426.45,169.62,481.68,214.16,2.36,-7.34,1.88,33.94
2446,44.33239365,004658.txt,600.14,174.2,630.17,203.11,-1.58,0.27,1.77,43.47
2447,42.23485947,004658.txt,364.96,168.19,408.97,207.92,1.89,-16.68,2.55,54.1
2448,20.37136269,004659.txt,956,175.49,1131.55,235.32,-0.43,10.89,1.52,18.38
2449,52.79388809,004663.txt,910.34,157.12,987.61,181.78,-0.44,21.67,0.55,46.27
2450,36.84795761,004664.txt,456.79,177.15,502.98,211.25,1.83,-7.24,2.06,40.34
2451,7.72164917,004665.txt,697.95,155.74,770.28,341.95,-1.74,1.25,1.56,7.49
2452,50.02447891,004667.txt,767.6,148.52,817.84,190.35,-1.33,12.08,1.1,47.5
2453,21.6498661,004671.txt,579.82,178.81,640.08,237.08,-1.54,0,1.8,21.72
2454,23.504282,004671.txt,743.12,98.37,885.93,228.32,1.34,6.62,1.59,25.2
2455,43.73337936,004675.txt,418.2,173.93,459.24,206.65,1.75,-13.81,2.62,58.47
2456,14.79765129,004685.txt,732.14,196.32,837.57,273.07,1.36,3.93,2.07,17.07
2457,5.839853287,004686.txt,0,192.11,206.72,375,-0.96,-4.98,1.61,5.83
2458,15.18006897,004686.txt,236.76,191.97,384.48,275.9,-1.27,-5.71,1.53,14.2
2459,21.38288689,004686.txt,351.78,188.5,437.67,243.76,-1.37,-6.02,1.49,20.58
2460,36.52191544,004688.txt,500.69,184.69,543.8,216.48,1.65,-4.07,1.92,33.8
2461,6.007579803,004689.txt,78.95,137.34,450.16,374,1.9,-2.76,1.66,6.79
2462,32.37923431,004692.txt,936.13,142.96,1085.97,190.86,2.56,13.67,0.31,23.97
2463,49.21999741,004692.txt,650.45,167.56,681.07,196.82,-0.06,3.68,0.97,42.86
2464,9.314249039,004696.txt,438.55,135.26,526.22,300.4,-2.98,-1.57,1.46,8.88
2465,28.70448875,004700.txt,646.22,177.19,689.54,220.08,-1.68,2.66,2.12,34.15
2466,56.97153091,004704.txt,558.07,168.35,585.67,192.34,-1.51,-2.26,0.77,49.49
2467,25.28261566,004704.txt,239.69,157.88,259.76,218.41,1.98,-10.43,1.1,20.9
2468,21.43372154,004706.txt,815.59,161.09,851.15,222.65,-1.84,6.91,1.5,22.5
2469,75.47384644,004707.txt,539.62,180.4,557.27,193.87,1.68,-6.53,2.19,76.7
2470,32.68346024,004708.txt,690.52,178.13,735.8,214.92,-1.66,4.44,1.75,31.65
2471,5.992197037,004710.txt,0,192.04,423.8,374,-1.14,-2.93,1.67,6.16
2472,20.26734543,004710.txt,677.44,183.98,749.64,243.68,-1.63,2.54,1.67,18.53
2473,35.48308563,004711.txt,492.47,179.12,531.01,213.65,1.69,-5.58,2.23,41.21
2474,6.703905106,004713.txt,778.85,187.86,1185.71,374,-1.99,2.75,1.52,6.47
2475,16.37639618,004713.txt,690.2,170.01,793.2,255.09,-1.78,2.69,1.6,15.6
2476,18.66472816,004713.txt,253.47,171.49,439.64,244.78,0.36,-6.1,1.59,16.87
2477,43.59942245,004716.txt,603,174.54,644.42,203.13,-1.85,0.78,1.82,44.95
2478,8.420459747,004719.txt,168.64,192.63,439.32,361.13,-1.19,-3.04,1.57,7.99
2479,26.73618126,004719.txt,363.96,177.61,445.2,224.99,1.87,-6.73,1.38,24.89
2480,11.63853264,004720.txt,505.68,165.71,547.07,274.96,0.09,-1.15,1.49,11.49
2481,53.46080399,004725.txt,396.83,183.49,434.41,206.12,1.85,-14.49,2.41,53.88
2482,21.06075478,004729.txt,361.64,176.1,382.61,236.26,0.35,-6.29,1.64,18.95
2483,7.98324585,004731.txt,233.43,144.3,327.43,334.42,0.49,-3.36,1.5,7.24
2484,33.20051193,004734.txt,562.92,181.44,614.71,217.6,-1.48,-0.82,1.69,29.12
2485,20.97559738,004735.txt,912.24,140.28,1067.68,217.54,2.65,8.92,1,17.16
2486,36.77122498,004740.txt,558.93,178.53,601.54,211.89,1.68,-1.01,1.43,36.16
2487,74.06746674,004744.txt,562.12,176.84,578.92,192.13,-1.53,-4.41,2.13,80.86
2488,23.52254677,004747.txt,1094.48,184.02,1223,235.29,0.88,19.2,1.72,24.47
2489,24.54948997,004748.txt,342.55,177.5,454.74,227.73,-2.83,-6.93,1.74,23.72
2490,28.48760223,004748.txt,386.65,167.06,506.05,219.39,-2.93,-6.36,1.75,28.22
2491,34.33063126,004748.txt,710.73,178.06,788.29,211.72,-2.26,6.23,1.68,32.7
2492,18.82478523,004753.txt,763.66,164.13,784.33,232.85,1.27,3.94,1.48,18.22
2493,7.361917496,004755.txt,1035.5,140.54,1232.25,336.68,-2.2,5.25,1.49,7.46
2494,77.45785522,004759.txt,559.84,172.98,576.52,186.54,-1.54,-4.38,1.41,75.78
2495,23.20130539,004763.txt,443.68,173.19,518.95,231.79,1.76,-4.12,1.77,23.46
2496,70.95344543,004764.txt,555.96,178.5,563.39,195.72,1.65,-5.5,2.47,78.87
2497,51.65798569,004767.txt,305.97,180.01,358.83,202.48,1.98,-18.62,1.92,48.53
2498,50.58915329,004770.txt,129.97,185.83,159.66,209.76,-1.61,-36.66,2.81,56.77
2499,54.75827789,004772.txt,598.96,177.15,622.71,199.75,-1.58,0.03,1.87,51.7
2500,6.41390419,004772.txt,790.99,184.26,1208.28,374,-1.98,2.85,1.61,6.38
2501,50.69124603,004772.txt,345.8,183.88,408.58,205.75,0.33,-17.63,2.44,54.67
2502,41.38793182,004773.txt,453.34,178.03,465.67,210.32,1.8,-8.85,2.19,42.44
2503,46.91156387,004775.txt,578.03,188.83,613.08,215.26,-1.47,-0.84,2.43,43.36
2504,33.56179047,004779.txt,600.24,177.12,698.52,210.55,-3.1,1.75,1.63,32.25
2505,30.37577438,004779.txt,1053.87,166.65,1166.84,207.04,2.63,23.09,1.54,33.45
2506,7.771121979,004781.txt,518.14,163.43,739.89,373.63,-1.58,0.09,1.5,7.02
2507,55.44480896,004781.txt,334.47,187.96,374.01,208.33,1.92,-18.43,2.49,52.05
2508,12.99164963,004782.txt,464.74,179.14,497.08,272.04,-1.94,-2.53,1.8,13.42
2509,9.634641647,004786.txt,236.94,166.52,283.61,302.7,-1.85,-4.6,1.54,9.48
2510,31.72249413,004786.txt,716.26,168.99,727.92,210.07,1.37,5.52,1.41,34.09
2511,19.6268177,004787.txt,686.12,184.37,764.86,245.47,-1.71,2.81,1.69,18.42
2512,5.969226837,004790.txt,0,197.62,372.17,374,2.08,-3.78,1.72,6.6
2513,6.18523407,004790.txt,799.23,186.63,1241,374,-1.98,2.62,1.58,5.44
2514,40.64900589,004791.txt,589.63,177.15,620.91,208.07,-1.56,-0.28,1.91,40.72
2515,13.67012596,004793.txt,336.09,183.23,488.6,283.34,1.85,-3.48,1.75,13.24
2516,14.25611782,004802.txt,550.77,190.61,689.32,280.39,1.89,0.33,1.88,14.76
2517,26.95665741,004804.txt,914.68,148.34,945.73,204.16,-1.5,10.46,0.73,22.76
2518,52.4585495,004806.txt,475.8,171.19,545.89,194.65,3.06,-7.41,1.57,53.69
2519,11.95832157,004810.txt,207.2,198.24,409.41,313.33,1.96,-4.48,1.84,11.2
2520,41.58589554,004811.txt,547.34,174.29,561.19,206.12,1.66,-3.35,1.95,43.12
2521,4.874866486,004817.txt,1046.26,113.92,1241,374,0.57,3.68,1.51,2.38
2522,4.840885162,004818.txt,11.78,187.32,61.44,364.97,2.22,-5.62,1.77,6.93
2523,27.46920395,004818.txt,659.93,179.45,714.5,222.99,-1.69,2.7,1.71,26.09
2524,6.523141861,004821.txt,0,189.74,289.01,374,2.26,-4.56,1.76,6.15
2525,17.05385208,004821.txt,353.53,189.65,473.81,262.58,1.87,-4.3,1.8,16.19
2526,21.82999992,004821.txt,423.08,182.57,511.51,239.43,1.8,-4.06,1.76,20.9
2527,73.93093872,004821.txt,614.26,174.24,633.51,188.81,1.69,1.44,1.62,74.37
2528,6.126867294,004822.txt,803.2,198.09,1223.17,374,-2.01,2.88,1.7,6.07
2529,49.59485245,004823.txt,685.73,175.8,714.09,199.84,-1.5,6.06,1.76,48.57
2530,15.32234669,004825.txt,778.94,164.16,814.56,250.05,-1.87,4.17,1.39,15.25
